Protein name,UniProt ID,Protein abbreviation,Super pathway,Sub pathway,Metabolite,HMDB,KEGG,Beta m1,SE m1,Nominal p-value m1,Beta m2,SE m2,Nominal p-value m2
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,-0.021,0.0421,0.618224649338991,0.0203,0.0416,0.625049645295435
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,-5e-04,0.0424,0.990497183714431,0.0352,0.0417,0.398432383793931
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.0033,0.0428,0.937782381337069,0.0172,0.0417,0.679040695095272
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.0269,0.0454,0.553235994651895,0.0132,0.0443,0.764867769405679
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,-0.0279,0.0423,0.510349755901126,0.0101,0.0418,0.808552937914347
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,-0.0212,0.0418,0.612607526219098,0.0324,0.0418,0.437858636049779
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.0783,0.0417,0.0602254777233644,0.0589,0.0408,0.148629517222438
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0683,0.0443,0.123631340878257,-0.0673,0.0431,0.118433497531344
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.0182,0.0444,0.681916926515801,-8e-04,0.0434,0.985869607707152
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,0.0158,0.0429,0.712880301510335,-0.0019,0.0419,0.96426549263799
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,-0.0055,0.0422,0.896581067892342,0.0115,0.0411,0.779953326848129
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,-0.0774,0.0438,0.0769528694801203,-0.0369,0.0434,0.395025158252765
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,-0.0417,0.0418,0.318231479082777,-0.0277,0.0407,0.496406448202948
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,-0.0574,0.0447,0.199065540654757,-0.0173,0.0442,0.696413747941762
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0711,0.0419,0.0896708424618891,0.0707,0.0407,0.0825952464348823
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,-0.0885,0.042,0.0348665661929946,-0.041,0.042,0.329540832191272
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0261,0.0427,0.540262105767255,-0.0265,0.0415,0.522676908888058
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,0.0302,0.0422,0.474274536447653,0.0242,0.0411,0.55606632481561
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.0074,0.0431,0.863316213402578,0.0403,0.0422,0.340419040444575
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.1015,0.0427,0.0174354839006068,0.0844,0.0417,0.0428776870188718
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.1091,0.0426,0.0104029872977764,0.081,0.0419,0.0530112081957612
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.0149,0.0419,0.722700063741542,0.0576,0.0414,0.163726616322633
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.0889,0.0417,0.0328966693125574,0.1025,0.0405,0.0113955922672089
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,-0.0657,0.0429,0.125112024265074,0.0012,0.0437,0.97801831308007
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,-0.1256,0.0421,0.00285379733065771,-0.1189,0.041,0.00371756970622283
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.1187,0.0417,0.00445146364561899,0.1128,0.0406,0.00546267585765703
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,0.0527,0.0439,0.230042795102445,0.0244,0.043,0.570195053409006
Adhesion G-protein coupled receptor G2,Q8IZP9,ADGRG2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.0617,0.0429,0.150242911586026,0.0719,0.0417,0.0848921882619205
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,-0.0048,0.0465,0.917693008325957,0.0211,0.0466,0.650837726064404
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.1963,0.0435,6.32357843999287e-06,0.1503,0.0459,0.00105152176457302
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,0.0692,0.0443,0.117840175001168,0.0386,0.0451,0.392197332139017
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",-0.092,0.0442,0.0375763833779188,-0.1072,0.0443,0.0154232082739101
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.1167,0.0444,0.00852900649628263,0.0985,0.0441,0.0255774457650289
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,0.1063,0.0442,0.0161146578286229,0.0822,0.0442,0.0631316148817305
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",0.1243,0.0441,0.00478200078045754,0.1046,0.0441,0.0176439926042897
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.1051,0.0443,0.0177297790233177,0.0753,0.0447,0.0921565277067067
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0495,0.0469,0.290912967959096,-0.0174,0.0488,0.721006151135908
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",0.0534,0.0449,0.234787104810841,0.0328,0.0445,0.461414625334527
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,0.1118,0.0447,0.0122810881235547,0.1137,0.0439,0.00968376941789817
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0597,0.0455,0.189557810556682,0.0466,0.0452,0.302901824354871
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.1363,0.0447,0.00227590157244917,0.0686,0.0487,0.159208655662826
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.0082,0.0548,0.880706350153298,-0.1366,0.0597,0.0220483525645392
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,0.2003,0.0438,4.88031685375034e-06,0.1635,0.0457,0.000345874032350091
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.1804,0.0476,0.000148690759400605,0.1358,0.0499,0.00645737917082268
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.0957,0.0501,0.0563746486241825,0.0623,0.0502,0.214686570940483
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1494,0.0469,0.00143285535108095,0.1267,0.0479,0.00813406565855868
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,-0.0478,0.0446,0.283898981314286,-0.0439,0.0439,0.318227735331088
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.1314,0.0444,0.00307424722358562,0.0737,0.0471,0.117218990271257
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",N6-carbamoylthreonyladenosine,HMDB0041623,Not available,0.2042,0.044,3.51255225661262e-06,0.1542,0.0508,0.00240733739035726
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",N6-methyladenosine,HMDB0004044,Not available,0.066,0.0456,0.147524148102029,0.0304,0.0459,0.507860827521112
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Adenine containing",N6-succinyladenosine,HMDB0000912,Not available,0.0404,0.0484,0.404849135350774,-0.0011,0.0505,0.981928930063897
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Guanine containing",7-methylguanine,HMDB0000897,C02242,0.0139,0.0447,0.755580395496828,-0.0622,0.0471,0.18702080481946
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Purine Metabolism, Guanine containing","N2,N2-dimethylguanosine",HMDB0004824,Not available,0.1546,0.044,0.000435479934332905,0.0863,0.0495,0.0813550242849905
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2'-O-methylcytidine,Not available,Not available,0.132,0.044,0.00270484611046373,0.1343,0.0439,0.00221940609686544
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",3-methylcytidine,HMDB0240577,Not available,-0.0773,0.047,0.099935122942032,-0.0768,0.0462,0.096554978864982
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytidine,HMDB0000089,C00475,0.067,0.0469,0.153524917601787,0.0608,0.0468,0.19364398155817
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",cytosine,HMDB0000630,C00380,-0.0596,0.0453,0.188590329803485,-0.0485,0.0449,0.280649956219645
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",N4-acetylcytidine,HMDB0005923,Not available,0.0912,0.0445,0.0405661956197994,0.0451,0.0457,0.323666631197833
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",dihydroorotate,HMDB03349,C00337,0.0915,0.0463,0.048114008544484,0.0582,0.0467,0.211998090231045
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotate,HMDB0000226,C00295,0.103,0.0441,0.0196023536806453,0.0816,0.0439,0.0627452120565821
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Orotate containing",orotidine,HMDB0000788,Not available,0.2508,0.0461,5.32749258042031e-08,0.2062,0.0489,2.45779001428748e-05
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Thymine containing",3-aminoisobutyrate,HMDB0002166,C05145,0.0791,0.0443,0.0739991782808762,0.058,0.0446,0.193664160412367
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Thymine containing","5,6-dihydrothymine",HMDB0000079,C00906,0.1485,0.0445,0.000847367132296162,0.1094,0.0454,0.0160492316542913
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-deoxyuridine,HMDB0000012,C00526,-0.0223,0.0455,0.62443441857723,-0.0213,0.0448,0.634815199524419
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",2'-O-methyluridine,Not available,Not available,0.0403,0.045,0.371152194042988,0.0364,0.0444,0.412770844903718
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-(3-amino-3-carboxypropyl)uridine*,Not available,Not available,0.1708,0.0451,0.000152103965541217,0.1101,0.0511,0.0312165878831503
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",3-ureidopropionate,HMDB0000026,C02642,0.2552,0.044,6.69381883255937e-09,0.2564,0.044,5.84642001477675e-09
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",5-methyluridine (ribothymidine),HMDB0000884,Not available,0.0025,0.0456,0.95598020999708,-0.0079,0.0463,0.864664079903878
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouracil",HMDB0000076,C00429,0.1032,0.0444,0.0201204032802265,0.0628,0.0451,0.163303048113322
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing","5,6-dihydrouridine",HMDB0000497,Not available,0.1543,0.044,0.000452778033802614,0.1069,0.0475,0.0242405832735986
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",beta-alanine,HMDB0000056,C00099,0.0988,0.0453,0.0292222813952232,0.0232,0.0492,0.636667872690002
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",N-acetyl-beta-alanine,HMDB0061880,C01073,0.0108,0.0453,0.810758019753931,-0.0106,0.0449,0.813960060092701
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",pseudouridine,HMDB0000767,C02067,0.1474,0.0444,0.000906458527788923,0.109,0.0497,0.0281291872129168
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uracil,HMDB0000300,C00106,0.0142,0.0456,0.755548816111725,0.0321,0.0457,0.481591163996626
Adhesion G protein-coupled receptor E2,Q9UHX3,ADGRE2,Nucleotide,"Pyrimidine Metabolism, Uracil containing",uridine,HMDB0000296,C00299,0.105,0.0445,0.0184405455357894,0.0949,0.044,0.0309866720485543
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,Oxidative Phosphorylation,phosphate,HMDB0001429,C00009,0.0345,0.0462,0.455430857067505,-0.0011,0.0458,0.980414824347882
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,aconitate [cis or trans],"HMDB0000958,HMDB000072","C004174,C02341",0.0504,0.044,0.252225871557068,0.0757,0.0454,0.0955271453927931
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,alpha-ketoglutarate,HMDB0000208,C00026,-0.0922,0.0439,0.0356824862856178,-0.0485,0.0443,0.273604250101886
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,citraconate/glutaconate,"HMDB0000634,HMDB0000620","C02226,C02214",0.1051,0.0439,0.0165982325226379,0.0657,0.0436,0.132118687740681
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,citrate,HMDB0000094,C00158,0.1082,0.0441,0.0142548214266884,0.0935,0.0433,0.0310875690356363
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,fumarate,HMDB0000134,C00122,-0.0191,0.0441,0.665129350586781,-0.0418,0.0435,0.33653260875855
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,malate,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",-0.0231,0.0441,0.600094838688726,-0.0515,0.0435,0.236114593062879
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,succinate,HMDB0000254,C00042,0.071,0.0442,0.10777136316786,0.0476,0.044,0.279601433374428
Advanced glycosylation end product-specific receptor,Q15109,AGER,Energy,TCA Cycle,succinylcarnitine (C4-DC),HMDB0061717,Not available,0.0962,0.0464,0.038315191631292,0.1119,0.0477,0.0189997349673476
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",allantoin,HMDB0000462,"C02348,C01551,C02350",1e-04,0.0447,0.998485945257425,-0.0115,0.0438,0.792174723147673
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",hypoxanthine,HMDB0000157,C00262,-0.0283,0.0446,0.526264136064116,-0.0216,0.0434,0.618794602306603
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",inosine,HMDB0000195,C00294,0.0736,0.0452,0.103215494395905,0.0466,0.0444,0.294921567542443
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",N1-methylinosine,HMDB0002721,Not available,0.0914,0.0446,0.0403623859122393,0.1077,0.0477,0.0239271235991287
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",urate,HMDB0000289,C00366,-0.0761,0.0543,0.161342022758288,-0.0744,0.0588,0.205845192612159
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthine,HMDB0000292,C00385,-0.0385,0.0444,0.385477410916445,-1e-04,0.0455,0.997816140501252
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",xanthosine,HMDB0000299,C01762,0.0665,0.0478,0.164515961872309,0.0363,0.0493,0.462055802724699
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, Adenine containing",adenine,HMDB0000034,C00147,0.0159,0.05,0.750072842576618,0.006,0.0494,0.903829926948403
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, Adenine containing","adenosine 3',5'-cyclic monophosphate (cAMP)",HMDB0000058,C00575,0.1332,0.0466,0.00429853369929689,0.0897,0.0472,0.0573348125310775
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, Adenine containing",adenosine 5'-monophosphate (AMP),HMDB0000045,C00020,0.034,0.0444,0.44411147845399,0.0295,0.0432,0.493906073010885
Advanced glycosylation end product-specific receptor,Q15109,AGER,Nucleotide,"Purine Metabolism, Adenine containing",N1-methyladenosine,HMDB0003331,C02494,0.0596,0.0444,0.179600926346153,0.0581,0.0463,0.209675140876797
